Nombre del archivo;Cantidad de palabras
477-PR-03376.txt;16083
478-VI-00001.txt;8089
481-VI-00001.txt;10071
488-VI-00001.txt;18138
488-VI-00003.txt;11814
489-VI-00001.txt;12812
494-VI-00001.txt;11849
494-VI-00002.txt;19627
511-PR-00268.txt;14639
511-VI-00009.txt;12682
511-VI-00012.txt;8602
511-VI-00015.txt;10745
511-VI-00018.txt;8246
511-VI-00021.txt;9583
514-VI-00004.txt;8188
514-VI-00005.txt;13106
514-VI-00009.txt;6270
514-VI-00010.txt;13234
514-VI-00011.txt;12934
517-VI-00007.txt;5529
518-VI-00001.txt;12301
520-VI-00001.txt;14945
520-VI-00005.txt;35391
520-VI-00007.txt;22386
520-VI-00008.txt;20553
523-VI-00001.txt;12576
541-VI-00006.txt;14335
541-VI-00010.txt;12483
541-VI-00016.txt;13225
548-VI-00003.txt;17458
554-VI-00001.txt;4684
554-VI-00002.txt;17361
554-VI-00011.txt;4684
562-VI-00001.txt;19648
562-VI-00005.txt;12253
562-VI-00006.txt;15289
562-VI-00010.txt;7193
562-VI-00013.txt;19521
562-VI-00016.txt;19485
562-VI-00021.txt;16475
562-VI-00022.txt;11795
562-VI-00024.txt;30628
565-AA-00002.txt;15424
565-PR-02249.txt;8510
565-VI-00001.txt;25755
565-VI-00010.txt;8283
565-VI-00011.txt;29694
565-VI-00012.txt;27970
568-VI-00002.txt;3715
568-VI-00011.txt;5801
568-VI-00019.txt;13738
575-VI-00001.txt;8961
575-VI-00002.txt;14011
575-VI-00004.txt;13720
578-VI-00001.txt;15411
578-VI-00003.txt;6049
578-VI-00004.txt;21894
579-VI-00003.txt;14739
580-VI-00003.txt;10768
580-VI-00004.txt;7709
581-VI-00001.txt;16269
581-VI-00010.txt;20028
581-VI-00013.txt;12865
582-VI-00031.txt;7315
582-VI-00068.txt;25654
585-PR-00710.txt;23625
588-VI-00001.txt;17967
588-VI-00003.txt;29749
589-PR-02867.txt;8656
591-VI-00002.txt;15191
591-VI-00006.txt;8049
592-PR-00238.txt;11301
593-PR-02190.txt;25764
593-PR-02241.txt;25764
593-PR-02761.txt;15048
593-VI-00003.txt;30373
593-VI-00012.txt;5735
593-VI-00013.txt;12894
593-VI-00019.txt;11753
595-VI-00001.txt;47194
596-VI-00007.txt;13952
600-VI-00015.txt;11097
602-PR-03272.txt;6560
609-VI-00001.txt;8260
616-VI-00001.txt;22224
616-VI-00002.txt;19727
620-VI-00001.txt;29147
620-VI-00002.txt;16305
621-VI-00002.txt;8558
627-VI-00004.txt;4887
627-VI-00012.txt;4596
628-VI-00006.txt;4121
628-VI-00008.txt;5253
633-VI-00003.txt;4939
644-VI-00025.txt;8090
646-VI-00010.txt;13789
654-VI-00009.txt;7894
656-VI-00002.txt;9561
656-VI-00003.txt;3765
665-VI-00002.txt;10240
665-VI-00009.txt;10377
665-VI-00011.txt;21160
666-VI-00002.txt;4756
666-VI-00008.txt;4036
674-PR-03238.txt;5949
674-PR-03239.txt;11212
674-VI-00008.txt;14372
686-VI-00001.txt;11980
686-VI-00003.txt;8730
686-VI-00004.txt;5950
686-VI-00007.txt;9000
686-VI-00008.txt;13709
686-VI-00009.txt;11225
686-VI-00011.txt;20274
738-VI-00002.txt;20627
747-VI-00001.txt;16709
749-PR-00799.txt;11665
749-PR-00947.txt;6774
749-PR-02029.txt;8580
749-PR-02032.txt;8580
763-VI-00002.txt;13365
766-PR-02542.txt;9370
766-VI-00004.txt;13667
769-PR-02842.txt;17381
795-PR-00823.txt;17551
811-VI-00004.txt;15220
811-VI-00006.txt;10718
811-VI-00008.txt;12978
811-VI-00013.txt;7515
812-VI-00013.txt;5299
815-VI-00001.txt;9649
823-PR-02004.txt;9649
823-PR-02020.txt;9649
823-PR-02028.txt;9649
823-PR-02144.txt;9649
823-PR-02899.txt;9649
823-PR-03089.txt;9649
827-VI-00008.txt;9649
831-VI-00003.txt;9649
831-VI-00005.txt;9649
831-VI-00010.txt;9649
831-VI-00016.txt;9649
831-VI-00017.txt;9649
831-VI-00025.txt;9649
833-PR-02831.txt;9649
842-VI-00008.txt;9649
843-PR-00897.txt;9649
850-VI-00001.txt;9649
902-VI-00003.txt;9649
909-VI-00001.txt;9649
918-VI-00004.txt;9649
943-VI-00001.txt;9649
961-VI-00003.txt;9649
961-VI-00004.txt;9649
975-PR-02931.txt;9649
975-PR-02932.txt;9649
980-VI-00001.txt;9649
980-VI-00002.txt;9649
